App Name,App Size,App Review,App Category,App Rating,App Installs,App Type,App Content Rating,App Genres,Last Updated,Current App Version,Android Version,Average Sentiment Polarity,Average Sentiment Subjectivity
GoPro formerly Capture,47,157506,PHOTOGRAPHY,4,10000000,Free,Everyone,Photography,24/05/2018,4.5.2,5.0 and up,-0.007790557,0.462019129
4K Wallpapers and Ultra HD Backgrounds,3.8,7583,PERSONALIZATION,4.6,500000,Free,Everyone 10+,Personalization,04/07/2018,2.6.2.1,4.0.3 and up,0.179328002,0.594328203
Cinemark Theatres,39,21867,ENTERTAINMENT,4.1,1000000,Free,Teen,Entertainment,12/07/2018,2.19.0,5.0 and up,0.070155407,0.403097703
Home Scouting MLS Mobile,7.7,1533,LIFESTYLE,4.3,100000,Free,Everyone,Lifestyle,27/09/2016,2.2.6,2.2 and up,0.090935809,0.369088373
Baby Panda Musical Genius,37,3346,PARENTING,4,1000000,Free,Everyone,Parenting;Music & Video,15/06/2018,8.25.10.00,4.0.3 and up,0.227760252,0.486961994
Flights,3.1,18039,TRAVEL_AND_LOCAL,4.4,1000000,Free,Everyone,Travel & Local,26/07/2018,3.6.6,4.1 and up,0.140565164,0.400010406
DEER HUNTER 2018,82,955614,GAME,4.3,10000000,Free,Teen,Action,26/06/2018,5.1.2,3.0 and up,-0.383333333,0.433333333
DEER HUNTER 2018,82,955656,GAME,4.3,10000000,Free,Teen,Action,26/06/2018,5.1.2,3.0 and up,-0.383333333,0.433333333
Basketball FRVR Shoot the Hoop and Slam Dunk,27.93,4076,FAMILY,4.5,100000,Free,Everyone,Sports;Action & Adventure,01/08/2018,1.3.3,4.1 and up,0.102464286,0.460027211
Google Pay,17.94,347838,FINANCE,4.2,100000000,Free,Everyone,Finance,26/07/2018,2.70.206190089,Varies with device,0.115687486,0.507774177
Google Pay,17.94,348132,FINANCE,4.2,100000000,Free,Everyone,Finance,26/07/2018,2.70.206190089,Varies with device,0.115687486,0.507774177
Google Pay,17.94,347874,FINANCE,4.2,100000000,Free,Everyone,Finance,26/07/2018,2.70.206190089,Varies with device,0.115687486,0.507774177
BestCam Selfieselfie beauty camera photo editor,21,1739,BEAUTY,3.9,500000,Free,Everyone,Beauty,12/07/2018,1.0.6,4.0.3 and up,-0.037985810,0.421620170
7 Cups Anxiety Stress Chat,21.64,13799,HEALTH_AND_FITNESS,4.2,500000,Free,Teen,Health & Fitness,31/07/2018,Varies with device,Varies with device,0.324670139,0.567158565
Amazon Shopping,42,909204,SHOPPING,4.3,100000000,Free,Teen,Shopping,31/07/2018,16.14.0.100,4.4 and up,0.182022586,0.462437894
Amazon Shopping,42,909226,SHOPPING,4.3,100000000,Free,Teen,Shopping,31/07/2018,16.14.0.100,4.4 and up,0.182022586,0.462437894
Amazon Shopping,42,908525,SHOPPING,4.3,100000000,Free,Teen,Shopping,31/07/2018,16.14.0.100,4.4 and up,0.182022586,0.462437894
Blur Image Background,11,129268,PHOTOGRAPHY,3.9,10000000,Free,Everyone,Photography,30/07/2018,1.32,4.1 and up,0.372717803,0.643939394
Blur Image Background,11,129272,PHOTOGRAPHY,3.9,10000000,Free,Everyone,Photography,30/07/2018,1.32,4.1 and up,0.372717803,0.643939394
ATT Smart WiFi,6.1,18513,TOOLS,3.9,10000000,Free,Everyone,Tools,26/04/2018,3.2,4.1 and up,0.189548701,0.432865024
Calls Blacklist Call Blocker,11.66,457283,COMMUNICATION,4.5,10000000,Free,Everyone,Communication,24/05/2018,Varies with device,Varies with device,0.124162338,0.615191919
BLK Swipe Match Chat,24,2067,DATING,4.1,100000,Free,Mature 17+,Dating,25/07/2018,1.6.1,4.4 and up,0.307677635,0.551939991
Betterment,11,3780,FINANCE,4.4,100000,Free,Everyone,Finance,03/08/2018,6.0.6,5.0 and up,0.143252198,0.510545230
Fast Secure VPN,9.6,56848,TOOLS,4.3,1000000,Free,Everyone,Tools,18/05/2018,1.6.11,4.1 and up,0.179100113,0.418540953
HD Camera Quick Snap Photo Video,7.7,21841,PHOTOGRAPHY,4.5,1000000,Free,Everyone,Photography,24/07/2018,1.6.4,4.2 and up,0.455686274,0.577773109
ColorNote Notepad Notes,12.87,2401017,PRODUCTIVITY,4.6,100000000,Free,Everyone,Productivity,27/06/2018,Varies with device,Varies with device,0.275654565,0.511172057
Fantasy Football,23,50179,SPORTS,3.5,1000000,Free,Everyone,Sports,02/08/2018,2.5.7.1,5.0 and up,0.062580633,0.411021499
CM Flashlight Compass SOS,1.8,166367,TOOLS,4.4,5000000,Free,Everyone,Tools,25/05/2018,1.4.0,2.3 and up,0.55625,0.594642857
CM Flashlight Compass SOS,1.8,166363,TOOLS,4.4,5000000,Free,Everyone,Tools,25/05/2018,1.4.0,2.3 and up,0.55625,0.594642857
File Manager Take Command of Your Files Easily,7.6,127223,TOOLS,4.2,10000000,Free,Everyone,Tools,03/08/2018,v7.0.7.1.0625.1_06_0629,5.0 and up,0.214646465,0.360555556
Atlan3D Navigation Korea navigator,16.61,22063,MAPS_AND_NAVIGATION,4.2,1000000,Free,Everyone,Maps & Navigation,31/07/2018,Varies with device,Varies with device,0.278184198,0.398016149
Facebook Local,16.88,4751,SOCIAL,4.2,1000000,Free,Teen,Social,30/06/2018,13,4.1 and up,0.133641698,0.440459364
Banjo,9.3,58341,SOCIAL,4.2,1000000,Free,Everyone,Social,25/07/2015,4.6.2.0,2.3 and up,0.230850212,0.464121573
Chase Mobile,32,1374549,FINANCE,4.6,10000000,Free,Everyone,Finance,23/07/2018,3.52,5.0 and up,0.048165997,0.488717626
Dictionary MerriamWebster,13.19,454060,BOOKS_AND_REFERENCE,4.5,10000000,Free,Everyone,Books & Reference,18/05/2018,Varies with device,Varies with device,0.238731060,0.462321128
Dictionary MerriamWebster,13.19,454412,BOOKS_AND_REFERENCE,4.5,10000000,Free,Everyone,Books & Reference,18/05/2018,Varies with device,Varies with device,0.238731060,0.462321128
Calorie Counter MyFitnessPal,21.64,1873520,HEALTH_AND_FITNESS,4.6,50000000,Free,Everyone,Health & Fitness,31/07/2018,Varies with device,Varies with device,0.215673515,0.472952099
Calorie Counter MyFitnessPal,21.64,1873516,HEALTH_AND_FITNESS,4.6,50000000,Free,Everyone,Health & Fitness,31/07/2018,Varies with device,Varies with device,0.215673515,0.472952099
Calorie Counter MyFitnessPal,21.64,1873523,HEALTH_AND_FITNESS,4.6,50000000,Free,Everyone,Health & Fitness,31/07/2018,Varies with device,Varies with device,0.215673515,0.472952099
FOSSIL Q DESIGN YOUR DIAL,16,985,LIFESTYLE,4.3,500000,Free,Everyone,Lifestyle,31/05/2018,3.7,7.0 and up,0.239766988,0.334515611
Blogger,2.7,138026,SOCIAL,3.7,5000000,Free,Mature 17+,Social,29/02/2016,2.1.3,2.1 and up,0.125125807,0.520055080
Daily Yoga Yoga Fitness Plans,35,70769,HEALTH_AND_FITNESS,4.4,5000000,Free,Everyone,Health & Fitness,24/07/2018,6.2.73,4.0 and up,0.257017647,0.566922799
Harry Potter Hogwarts Mystery,44.13,1107197,GAME,4.4,10000000,Free,Teen,Adventure,01/08/2018,1.8.2,4.4 and up,0.057560540,0.485677469
Harry Potter Hogwarts Mystery,44.13,1107310,GAME,4.4,10000000,Free,Teen,Adventure,01/08/2018,1.8.2,4.4 and up,0.057560540,0.485677469
All Email Providers,7.3,20901,COMMUNICATION,4.1,1000000,Free,Everyone,Communication,03/04/2018,5.0.9,4.1 and up,0.215,0.606666667
Anthem Anywhere,24,2657,MEDICAL,2.7,500000,Free,Everyone,Medical,27/07/2018,8.0.226,4.4 and up,-0.087977314,0.385036022
HipChat Chat Built for Teams,20,5868,BUSINESS,3.8,500000,Free,Everyone,Business,03/07/2018,3.19.005,4.1 and up,-0.037827877,0.369469812
Flickr,16,251951,PHOTOGRAPHY,4.3,10000000,Free,Mature 17+,Photography,11/07/2018,4.7.3,4.4 and up,0.177432491,0.435992375
CIA Caller ID Call Blocker,11.66,60308,COMMUNICATION,4,5000000,Free,Everyone,Communication,22/06/2018,Varies with device,Varies with device,0.217814626,0.429829932
GolfLogix GPS Putt Breaks,61,11085,SPORTS,4,1000000,Free,Everyone,Sports,21/06/2018,8.9.3,4.0.3 and up,-0.078432050,0.452674208
Graphing Calculator,5.3,12388,TOOLS,3.9,1000000,Free,Everyone,Tools,01/04/2016,1.17,2.3 and up,0.245829817,0.464478602
GS SHOP,15,44255,SHOPPING,3.8,10000000,Free,Everyone,Shopping,03/08/2018,6.0.4,4.1 and up,0.239181287,0.347587719
Draw A Stickman,17,29265,GAME,3.4,1000000,Free,Everyone,Adventure,19/05/2017,1.1.0,4.0.3 and up,-0.15,0.4
AllInOne Toolbox Cleaner Booster App Manager,12.87,536926,PRODUCTIVITY,4.7,10000000,Free,Everyone,Productivity,05/08/2018,Varies with device,Varies with device,0.267335093,0.545698107
Current debit card and app made for teens,21,685,FINANCE,4.3,50000,Free,Everyone,Finance,03/08/2018,3.0.22,4.4 and up,0.327258373,0.472188687
Digital Alarm Clock,16,118439,TOOLS,4.2,10000000,Free,Everyone,Tools,19/06/2018,10.4,4.4 and up,0.341073291,0.480794760
Disney Magic Kingdoms Build Your Own Magical Park,91,472584,FAMILY,4.3,10000000,Free,Everyone,Simulation;Action & Adventure,02/08/2018,3.2.0h,4.0.3 and up,0.087029655,0.484223568
Fuzzy Seasons Animal Forest,63,12137,FAMILY,4.8,100000,Free,Everyone 10+,Simulation;Pretend Play,06/08/2018,149,4.1 and up,0.168933226,0.579256768
2Date Dating App Love and matching,8.1,41605,DATING,4.4,500000,Free,Mature 17+,Dating,26/07/2018,4.813,4.0.3 and up,0.280267170,0.558390741
Couple Relationship App,8.4,33249,SOCIAL,4,1000000,Free,Everyone,Social,05/03/2015,1.8.0,2.3 and up,0.304422962,0.581324029
Gboard the Google Keyboard,8.77,1859109,TOOLS,4.2,500000000,Free,Everyone,Tools,31/07/2018,Varies with device,Varies with device,0.064586516,0.517171625
Gboard the Google Keyboard,8.77,1855262,TOOLS,4.2,500000000,Free,Everyone,Tools,31/07/2018,Varies with device,Varies with device,0.064586516,0.517171625
Gboard the Google Keyboard,8.77,1859115,TOOLS,4.2,500000000,Free,Everyone,Tools,31/07/2018,Varies with device,Varies with device,0.064586516,0.517171625
DroidAdmin for Android Advice,2.8,811,EVENTS,4.2,10000,Free,Everyone,Events,29/05/2018,3.8,4.0 and up,0.126175214,0.507450142
Google Slides,12.87,244567,PRODUCTIVITY,4.2,100000000,Free,Everyone,Productivity,06/08/2018,Varies with device,Varies with device,0.933333333,0.916666667
GMAT Question Bank,29,240,EDUCATION,4.2,10000,Free,Everyone,Education,29/04/2015,1.2.0,2.3.3 and up,0.268899924,0.469883287
Food Network,27.93,7823,FAMILY,4.1,500000,Free,Teen,Entertainment,27/07/2018,Varies with device,Varies with device,0.028354858,0.437034149
Food Network,22.64,7813,ENTERTAINMENT,4.1,500000,Free,Teen,Entertainment,27/07/2018,Varies with device,Varies with device,0.028354858,0.437034149
Calm Meditate Sleep Relax,21.64,111450,HEALTH_AND_FITNESS,4.6,5000000,Free,Everyone,Health & Fitness,05/08/2018,Varies with device,Varies with device,0.289524201,0.523327482
Calm Meditate Sleep Relax,21.64,111455,HEALTH_AND_FITNESS,4.6,5000000,Free,Everyone,Health & Fitness,05/08/2018,Varies with device,Varies with device,0.289524201,0.523327482
DU BrowserBrowse fast fun,4.7,1133539,COMMUNICATION,4.3,10000000,Free,Everyone,Communication,01/04/2016,6.4.0.4,4.0 and up,0.177266098,0.506240247
DU BrowserBrowse fast fun,4.7,1133501,COMMUNICATION,4.3,10000000,Free,Everyone,Communication,01/04/2016,6.4.0.4,4.0 and up,0.177266098,0.506240247
Dr Panda Town Vacation,78,10366,FAMILY,3.8,1000000,Free,Everyone,Education;Pretend Play,24/07/2018,1.2.1,4.1 and up,0.092807150,0.486286719
Discover Mobile,68,87951,FINANCE,4.6,5000000,Free,Everyone,Finance,23/07/2018,9.7.0,4.1 and up,-0.041666667,0.527777778
HauteLook,7.3,7193,SHOPPING,4.1,500000,Free,Everyone,Shopping,13/07/2018,5.0.2,4.4 and up,0.172085137,0.492549303
Happy Fruits Bomb Cube Blast,20,2150,FAMILY,4.5,500000,Free,Everyone,Casual;Brain Games,01/02/2018,1.0.3122,4.0.3 and up,0.023922799,0.453991342
Anydo Todo list Calendar Reminders Planner,12.87,298843,PRODUCTIVITY,4.5,10000000,Free,Everyone,Productivity,05/08/2018,Varies with device,Varies with device,0.216037637,0.450042953
Anydo Todo list Calendar Reminders Planner,12.87,298854,PRODUCTIVITY,4.5,10000000,Free,Everyone,Productivity,05/08/2018,Varies with device,Varies with device,0.216037637,0.450042953
BZWBK24 mobile,39,64983,FINANCE,4.5,1000000,Free,Everyone,Finance,18/06/2018,5.0.1,4.1 and up,0.326882552,0.554781056
BZWBK24 mobile,39,64959,FINANCE,4.5,1000000,Free,Everyone,Finance,18/06/2018,5.0.1,4.1 and up,0.326882552,0.554781056
Cameringo Lite Filters Camera,5.7,140917,PHOTOGRAPHY,4.2,10000000,Free,Everyone,Photography,11/06/2018,2.2.93,4.0 and up,0.770269097,0.533333333
Easy Installer Apps On SD,13.91,23055,BUSINESS,4.1,5000000,Free,Everyone,Business,08/06/2018,Varies with device,Varies with device,-0.009110334,0.310693473
AutoScout24 Switzerland Find your new car,20.04,13372,AUTO_AND_VEHICLES,4.6,1000000,Free,Everyone,Auto & Vehicles,03/08/2018,Varies with device,Varies with device,0.416951416,0.558365508
Eurosport,24.18,121003,SPORTS,4,10000000,Free,Everyone,Sports,06/08/2018,Varies with device,Varies with device,0.049044557,0.427370272
Frozen Free Fall,37,1574204,FAMILY,4.3,50000000,Free,Everyone,Puzzle;Action & Adventure,27/07/2018,6.7.0,4.2 and up,0.060105700,0.506126804
Frozen Free Fall,37,1574197,FAMILY,4.3,50000000,Free,Everyone,Puzzle;Action & Adventure,27/07/2018,6.7.0,4.2 and up,0.060105700,0.506126804
Frozen Free Fall,37,1574546,FAMILY,4.3,50000000,Free,Everyone,Puzzle;Action & Adventure,27/07/2018,6.7.0,4.2 and up,0.060105700,0.506126804
Hello Kitty Lunchbox,15,51838,FAMILY,4.2,5000000,Free,Everyone,Casual;Creativity,21/11/2017,1.6,4.1 and up,-0.052718387,0.560504353
Birdays Birthday reminder,5.9,2153,EVENTS,4.5,50000,Free,Everyone,Events,14/12/2017,1.5.0,4.1 and up,0.355449939,0.555006874
Homestyler Interior Design Decorating Ideas,29,78298,LIFESTYLE,4.1,5000000,Free,Everyone,Lifestyle,02/08/2018,3.1.2.1,4.1 and up,0.175630540,0.467069828
Credit Karma,17.94,706618,FINANCE,4.7,10000000,Free,Everyone,Finance,31/07/2018,Varies with device,Varies with device,0.270051680,0.519642146
Credit Karma,17.94,706302,FINANCE,4.7,10000000,Free,Everyone,Finance,31/07/2018,Varies with device,Varies with device,0.270051680,0.519642146
Credit Karma,17.94,706301,FINANCE,4.7,10000000,Free,Everyone,Finance,31/07/2018,Varies with device,Varies with device,0.270051680,0.519642146
7 Minute Workout,21.64,399009,HEALTH_AND_FITNESS,4.5,10000000,Free,Everyone,Health & Fitness,08/06/2018,Varies with device,Varies with device,0.410277778,0.621248196
GRE Tutor,2.3,275,EDUCATION,4,50000,Free,Everyone,Education,02/12/2013,2.9,2.1 and up,0.408694639,0.568108604
Brightest LED Flashlight,8.77,60571,TOOLS,4.5,5000000,Free,Everyone,Tools,02/07/2018,Varies with device,Varies with device,0.374198909,0.622881944
Dinosaur Simulator Dino World,66,26649,GAME,4,5000000,Free,Teen,Action,05/08/2018,1.2,4.2 and up,-0.013141026,0.405448718
H Pack,1.7,9412,LIFESTYLE,4.3,1000000,Free,Everyone,Lifestyle,17/12/2016,1.5.1,4.0.3 and up,0.108242424,0.379408775
Baby Tiger Care My Cute Virtual Pet Friend,63,432,FAMILY,4.5,100000,Free,Everyone 10+,Educational;Education,27/07/2018,1.0.89,4.4 and up,0.195185185,0.362962963
G Cloud Backup,12.87,267042,PRODUCTIVITY,4.6,5000000,Free,Everyone,Productivity,29/04/2018,Varies with device,Varies with device,0.284191981,0.573889785
G Cloud Backup,12.87,267189,PRODUCTIVITY,4.6,5000000,Free,Everyone,Productivity,29/04/2018,Varies with device,Varies with device,0.284191981,0.573889785
21Day Meditation Experience,15,11506,HEALTH_AND_FITNESS,4.4,100000,Free,Everyone,Health & Fitness,02/08/2018,3.0.0,4.1 and up,0.258013679,0.551047990
7 Day Food Journal Challenge,14,3346,LIFESTYLE,4.5,100000,Free,Teen,Lifestyle,08/03/2017,3.6.3,4.0.3 and up,0.189411376,0.600202822
AllinOne Mahjong 3 FREE,17,566,FAMILY,4.5,50000,Free,Everyone,Board;Brain Games,13/06/2018,20180609,4.0 and up,0.5,0.6
Hotelscom Book Hotel Rooms Find Vacation Deals,24.52,260133,TRAVEL_AND_LOCAL,4.5,10000000,Free,Everyone,Travel & Local,04/07/2018,Varies with device,Varies with device,0.101622207,0.545444072
Hotelscom Book Hotel Rooms Find Vacation Deals,24.52,260121,TRAVEL_AND_LOCAL,4.5,10000000,Free,Everyone,Travel & Local,04/07/2018,Varies with device,Varies with device,0.101622207,0.545444072
Best Wallpapers Backgrounds100000 4K HD,7.8,3596,COMICS,4.7,10000,Free,Teen,Comics,16/06/2018,1.01,4.0.3 and up,0.300429293,0.389949495
Choice Hotels,24.52,17915,TRAVEL_AND_LOCAL,4.4,1000000,Free,Everyone,Travel & Local,18/07/2018,Varies with device,Varies with device,0.298789683,0.719206349
Branch,3.8,69973,FINANCE,4.6,1000000,Free,Everyone,Finance,23/07/2018,1.17.1,4.0 and up,0.264229798,0.444645534
Calculator unit converter,12.87,287250,PRODUCTIVITY,4.7,50000000,Free,Everyone,Productivity,09/05/2018,Varies with device,Varies with device,0.183333333,0.533333333
Google Fit Fitness Tracking,21.64,249855,HEALTH_AND_FITNESS,3.9,10000000,Free,Everyone,Health & Fitness,24/07/2018,Varies with device,Varies with device,0.130053030,0.477864268
FERZU Furries Social Network,15.83,1576,DATING,3.9,10000,Free,Mature 17+,Dating,16/02/2018,4.4.1,4.1 and up,0.081865322,0.486939993
Best Ovulation Tracker Fertility Calendar App Glow,23,56145,HEALTH_AND_FITNESS,4.6,1000000,Free,Everyone,Health & Fitness,01/08/2018,7.3.4-play,5.0 and up,0.5953125,0.541666667
DiabetesM,19.38,15545,MEDICAL,4.6,100000,Free,Everyone,Medical,01/08/2018,6.1.3,Varies with device,0.317967904,0.521983300
DiabetesM,19.38,15537,MEDICAL,4.6,100000,Free,Everyone,Medical,01/08/2018,6.1.3,Varies with device,0.317967904,0.521983300
Calculator with Percent Free,7.4,48211,TOOLS,4.8,1000000,Free,Everyone,Tools,18/11/2017,32.1,4.1 and up,0.031972789,0.563860544
HTC Help,13.19,8342,BOOKS_AND_REFERENCE,4.2,10000000,Free,Everyone,Books & Reference,28/08/2017,9.00.950462,7.0 and up,0.106870213,0.347890046
Etsy Handmade Vintage Goods,15,95520,SHOPPING,4.3,10000000,Free,Teen,Shopping,03/08/2018,5.3.1,4.1 and up,0.305483143,0.544001923
Free Premium VPN FinchVPN,10,19096,TOOLS,4.2,1000000,Free,Everyone,Tools,05/07/2018,2.0.2,4.1 and up,0.217668851,0.477772631
Bualuang mBanking,10,48445,FINANCE,4,5000000,Free,Everyone,Finance,16/07/2018,2.6.0,4.0.3 and up,0.004322019,0.348247054
Cooking Fever,82,3197865,GAME,4.5,100000000,Free,Everyone,Arcade,12/07/2018,2.8.0,4.0.3 and up,-0.042331443,0.477864596
Cooking Fever,82,3198176,GAME,4.5,100000000,Free,Everyone,Arcade,12/07/2018,2.8.0,4.0.3 and up,-0.042331443,0.477864596
Google,16.88,4831125,SOCIAL,4.2,1000000000,Free,Teen,Social,26/07/2018,Varies with device,Varies with device,0.265744273,0.491578959
Google,8.77,8021623,TOOLS,4.4,1000000000,Free,Everyone,Tools,03/08/2018,Varies with device,Varies with device,0.265744273,0.491578959
Google,16.88,4828372,SOCIAL,4.2,1000000000,Free,Teen,Social,26/07/2018,Varies with device,Varies with device,0.265744273,0.491578959
Google,8.77,8033493,TOOLS,4.4,1000000000,Free,Everyone,Tools,03/08/2018,Varies with device,Varies with device,0.265744273,0.491578959
Dashlane Free Password Manager,12.87,73695,PRODUCTIVITY,4.6,1000000,Free,Everyone,Productivity,06/08/2018,Varies with device,5.0 and up,0.170753968,0.544285714
Brightest Flashlight Free,3.8,1335799,TOOLS,4.7,50000000,Free,Everyone,Tools,27/10/2017,2.5.2,4.2 and up,0.492571429,0.522452381
Free Foreclosure Real Estate Search by USHUDcom,27,287,HOUSE_AND_HOME,3.4,100000,Free,Everyone,House & Home,29/05/2018,2.4.2,4.4 and up,-0.038367286,0.440234465
Easy Voice Recorder,7.1,205191,PRODUCTIVITY,4.4,10000000,Free,Everyone,Productivity,20/06/2018,2.4.5,4.1 and up,0.435837052,0.565677542
Color Touch Effects,12,167652,PHOTOGRAPHY,3.8,10000000,Free,Everyone,Photography,23/04/2018,4.5,4.1 and up,0.115720421,0.445709586
Fantasy Football Manager FPL,4.6,63650,SPORTS,4.4,1000000,Free,Everyone,Sports,03/08/2018,7.0.2,4.1 and up,0.299870979,0.522163866
CBS News,23,23641,NEWS_AND_MAGAZINES,4.3,1000000,Free,Everyone 10+,News & Magazines,29/06/2018,3.9.0,4.1 and up,0,0
Golfshot Golf GPS Tee Times,25,7543,SPORTS,4.3,500000,Free,Everyone,Sports,11/07/2018,1.31.0,4.1 and up,0.344248864,0.464887079
Freeme LauncherStylish Theme,7.4,2828,PERSONALIZATION,4.1,100000,Free,Everyone,Personalization,22/01/2017,2.11.5,4.1 and up,0.3185,0.476377551
EzCalculator,2,1657,TOOLS,4.1,100000,Free,Everyone,Tools,17/09/2017,2.1.0,5.0 and up,0.377769969,0.521341495
CBS Sports Fantasy,27,43611,SPORTS,4,1000000,Free,Everyone,Sports,27/06/2018,3.17.0+3,5.0 and up,0.248502364,0.488624758
Brit Co,4.5,987,LIFESTYLE,3.9,10000,Free,Everyone,Lifestyle,29/08/2017,2.0.4,4.0 and up,0.123124662,0.518917523
Guns of Glory,77,120592,GAME,4,10000000,Free,Everyone 10+,Strategy,31/07/2018,2.0.2,4.0.3 and up,-0.142060426,0.535187500
Beauty Makeup Snappy Collage Photo Editor Lidow,16.83,420973,PHOTOGRAPHY,4.5,10000000,Free,Everyone,Photography,02/08/2018,Varies with device,Varies with device,0.153214286,0.476904762
Healthy Recipes Free,17,1077,FOOD_AND_DRINK,4,100000,Free,Everyone,Food & Drink,18/10/2017,3.2.0,4.0.3 and up,0.403393912,0.531792707
Flip the Gun Simulator Game,86,195558,GAME,4.2,10000000,Free,Everyone,Arcade,26/07/2018,1.2,5.0 and up,-0.008393065,0.472987845
2018Emoji Keyboard Emoticons Lite stickergif,11.29,115773,PERSONALIZATION,4.2,10000000,Free,Everyone,Personalization,22/05/2018,Varies with device,4.1 and up,0.449565972,0.520572917
Gems or jewels,13,171448,GAME,4.7,10000000,Free,Teen,Puzzle,03/08/2018,1.0.109,4.0 and up,0.140208200,0.438637844
8fit Workouts Meal Planner,67,115721,HEALTH_AND_FITNESS,4.6,10000000,Free,Everyone,Health & Fitness,11/07/2018,3.5.0,5.0 and up,0.264864241,0.534648476
DEAD TARGET FPS Zombie Apocalypse Survival Games,44.13,1468638,GAME,4.5,50000000,Free,Mature 17+,Action,23/07/2018,Varies with device,Varies with device,0.066818261,0.485257035
DEAD TARGET FPS Zombie Apocalypse Survival Games,44.13,1468591,GAME,4.5,50000000,Free,Mature 17+,Action,23/07/2018,Varies with device,Varies with device,0.066818261,0.485257035
Calorie Counter MyNetDiary,19,27439,HEALTH_AND_FITNESS,4.5,1000000,Free,Everyone,Health & Fitness,16/07/2018,6.5.1,5.0 and up,0.375841996,0.559966601
DraftKings Daily Fantasy Sports,41,50017,SPORTS,4.5,1000000,Free,Adults only 18+,Sports,24/07/2018,3.21.324,4.4 and up,0.312333554,0.521388338
Gmail,11.66,4604483,COMMUNICATION,4.3,1000000000,Free,Everyone,Communication,02/08/2018,Varies with device,Varies with device,0.071383102,0.465920087
Gmail,11.66,4604324,COMMUNICATION,4.3,1000000000,Free,Everyone,Communication,02/08/2018,Varies with device,Varies with device,0.071383102,0.465920087
Baby Panda Care,49,108795,FAMILY,4.2,10000000,Free,Everyone,Educational;Pretend Play,15/06/2018,8.25.10.00,4.0.3 and up,0.172018939,0.540424242
Google Voice,11.66,171031,COMMUNICATION,4.2,10000000,Free,Everyone,Communication,03/08/2018,Varies with device,Varies with device,0.152479285,0.196221591
Google Voice,11.66,171052,COMMUNICATION,4.2,10000000,Free,Everyone,Communication,03/08/2018,Varies with device,Varies with device,0.152479285,0.196221591
American Airlines,24.52,16980,TRAVEL_AND_LOCAL,3.7,5000000,Free,Everyone,Travel & Local,18/07/2018,Varies with device,Varies with device,-0.075636144,0.483723978
American Airlines,24.52,16973,TRAVEL_AND_LOCAL,3.7,5000000,Free,Everyone,Travel & Local,18/07/2018,Varies with device,Varies with device,-0.075636144,0.483723978
Hackers Keyboard,1.2,41418,PRODUCTIVITY,4.4,1000000,Free,Everyone,Productivity,11/12/2016,v1.39.3,2.2 and up,0.261371545,0.578886965
Cache CleanerDU Speed Booster booster cleaner,15,12759663,TOOLS,4.5,100000000,Free,Everyone,Tools,25/07/2018,3.1.2,4.0 and up,0.278521097,0.457077090
Cache CleanerDU Speed Booster booster cleaner,15,12759815,TOOLS,4.5,100000000,Free,Everyone,Tools,25/07/2018,3.1.2,4.0 and up,0.278521097,0.457077090
Flashlight Torch LED Light,8.5,192661,TOOLS,4.4,10000000,Free,Everyone,Tools,07/07/2018,2.4.1,4.1 and up,0.404525132,0.539126984
DSLR Camera Hd Ultra Professional,4.5,4410,PHOTOGRAPHY,4.2,1000000,Free,Everyone,Photography,27/06/2018,4.1,4.0.3 and up,0.076951754,0.504290936
Amazon Drive,4.1,18669,PRODUCTIVITY,4.4,1000000,Free,Everyone,Productivity,08/01/2018,1.9.1.147.0-google,4.2 and up,0.129849199,0.473376819
DIY Garden Ideas,13,3309,LIFESTYLE,4.1,500000,Free,Everyone,Lifestyle,05/08/2018,10,4.0 and up,0.444044118,0.616495098
Agoda Hotel Booking Deals,24.52,263525,TRAVEL_AND_LOCAL,4.6,10000000,Free,Everyone,Travel & Local,04/08/2018,Varies with device,Varies with device,0.479530612,0.604367347
Candy Day,48,11716,FAMILY,4.5,1000000,Free,Everyone,Casual;Brain Games,03/08/2018,8.4.3180,4.0 and up,0.192464364,0.473918129
Free Hypnosis,19.38,4303,MEDICAL,4.2,100000,Free,Everyone,Medical,06/09/2016,Varies with device,Varies with device,0.275794903,0.494275126
Golf GPS Rangefinder Golf Pad,24.18,13098,SPORTS,4.6,1000000,Free,Everyone,Sports,28/07/2018,Varies with device,Varies with device,0.272632768,0.564943251
Azar,11.66,1092337,COMMUNICATION,4.2,50000000,Free,Mature 17+,Communication,24/07/2018,Varies with device,Varies with device,0.068403809,0.481705820
Extreme Coupon Finder,15.9,11798,SHOPPING,4.1,1000000,Free,Everyone,Shopping,10/05/2018,Varies with device,Varies with device,0.071214215,0.561718160
Fashion in Vogue,6.8,1797,LIFESTYLE,3.8,100000,Free,Everyone,Lifestyle,27/09/2016,2,4.3 and up,0.055325657,0.348000070
Best Wallpapers QHD,5.1,294701,PERSONALIZATION,4.4,10000000,Free,Teen,Personalization,17/03/2018,2.85,4.0.3 and up,0.472251446,0.618440136
EyeCloud,55,1267,LIBRARIES_AND_DEMO,3.1,100000,Free,Everyone,Libraries & Demo,02/08/2018,5.1.2,4.4 and up,0.117178554,0.355440660
Draw In,73,46416,GAME,4.2,10000000,Free,Everyone,Arcade,23/07/2018,1.0.8,4.1 and up,-0.134166667,0.5825
